Registrado,Línea,Texto breve de material,Ctd.total reg.,    Valor var.
2021-12,Pintado 2 UNI,HIGH BUILT PRIMER,925.0,6808.0
2021-12,Pintado 2 UNI,UNIVERSAL SILVER CLEAR TOP,70.0,522.9
2021-12,Pintado 2 UNI,UNIVERSAL SILVER CLEAR TOP II,69.0,546.48
2021-12,Pintado 2 UNI,WHITE KRYSTAL KOTE,1800.0,19584.0
2022-01,Pintado 1 UNI,0001-PRIMER 4457,2400.0,14256.0
2022-01,Pintado 1 UNI,0021-UNIVERSAL PRIMER,473.5,3555.98
2022-01,Pintado 1 UNI,0023-CLEAR EPOXICO P/ESPUMA,1589.25,7628.4
2022-01,Pintado 1 UNI,0027-80 GLOSS CLEAR BACKER II,50.0,330.0
2022-01,Pintado 1 UNI,0028-CLEAR P/ESPUMA,2525.0,15251.0
2022-01,Pintado 1 UNI,0036-BACK PRIMER,120.0,1219.2
2022-01,Pintado 1 UNI,0038-PRIMER 917,468.5,3363.84
2022-01,Pintado 1 UNI,0043-PRIMARIO NEGRO 4866,145.0,1367.35
2022-01,Pintado 1 UNI,0054-CLEAR KRYSTAL KOTE,4103.0,47512.74
2022-01,Pintado 1 UNI,0079-BECKRYPRIM 246,4650.0,32178.0
2022-01,Pintado 1 UNI,0088-CLEAR TOP PIZZA,70.0,749.0
2022-01,Pintado 1 UNI,0093-50 GLOSS CLEAR ONE PASS,464.71500000000003,6896.37
2022-01,Pintado 1 UNI,0110-DURAPLUS BLANCO STD,600.0,3696.0
2022-01,Pintado 1 UNI,0130-BLANCO MET 9010,200.0,1424.0
2022-01,Pintado 1 UNI,0139-NEW PRIME WHITE,255.0,2259.3
2022-01,Pintado 1 UNI,0173-BLANCO SM,550.0,2997.5
2022-01,Pintado 1 UNI,0174-BLANCO STD USDA,1940.0,11969.8
2022-01,Pintado 1 UNI,0311-BROWN T413 SILIC.,378.5,4352.76
2022-01,Pintado 1 UNI,0400-GRIS FONDO,1960.0,11270.0
2022-01,Pintado 1 UNI,0404-GRIS FONDO MC,640.0,3724.8
2022-01,Pintado 1 UNI,0405-TAUPE METALLIC,505.0,6095.35
2022-01,Pintado 1 UNI,0422-BACKER 0507 CR,505.0,4317.75
2022-01,Pintado 1 UNI,0435-APOLLO GRAY KRYSTAL KOTE,3391.0,38725.22
2022-01,Pintado 1 UNI,0439-PRIVATE LABEL GRAY TEXT,1605.0,22341.6
2022-01,Pintado 1 UNI,0440-BALTIC GRAY HVAC,640.0,4768.0
2022-01,Pintado 1 UNI,0443-PRIVATE LABEL GRAY,1270.0,15671.8
2022-01,Pintado 1 UNI,0446-WARM DARK GRAY SMOOTH,305.0,3043.9
2022-01,Pintado 1 UNI,0447-WARM DARK GRAY TEXT.,205.0,2177.1
2022-01,Pintado 1 UNI,0498-GRIS FONDO 70 GLOSS,60.0,573.6
2022-01,Pintado 1 UNI,0521-NEGRO MM MITSUI.,1309.526,9219.06
2022-01,Pintado 1 UNI,0524-BLACK KRYSTAL KOTE,795.0,8975.55
2022-01,Pintado 1 UNI,0525-NEGRO GRAFITO,239.25,2129.33
2022-01,Pintado 1 UNI,0534-BLACK TEXT KOTE,235.0,2368.8
2022-01,Pintado 1 UNI,0543-BLACK METALLIC,215.456,3016.38
2022-01,Pintado 1 UNI,0545-NEGRO MANDM,130.0,1313.0
2022-01,Pintado 1 UNI,0601-VERDE PRIMSA,1700.0,6868.0
2022-01,Pintado 1 UNI,0700-ARENA STD,50.0,244.5
2022-01,Pintado 1 UNI,0702-ARENA STD SILIC.,205.0,1689.2
2022-01,Pintado 1 UNI,0900-ROJO STD SILIC.,378.5,2846.32
2022-01,Pintado 1 UNI,0928-BURGUNDY PIZZA,77.0,1855.7
2022-01,Pintado 1 UNI,0936-ROJO WRINKLED CR,5220.0,48754.8
2022-01,Pintado 1 UNI,1042-BLACK STAINLESS LIKE CLR,133.0,1493.59
2022-01,Pintado 1 UNI,1118-BLANCO MET 9010 USDA SILIC,705.0,6944.25
2022-01,Pintado 1 UNI,1128-BLANCO PURO G9010 ROHS,50.0,350.0
2022-01,Pintado 1 UNI,1418-PRINTING SILVER INOX,200.0,3192.0
2022-01,Pintado 1 UNI,1474-PRINTING DARK SILVER INOX,220.0,3493.6
2022-01,Pintado 1 UNI,1487-AMERICAN STERLING III,400.0,3272.0
2022-01,Pintado 1 UNI,BECKRYPRIM 243,1760.0,11563.2
2022-01,Pintado 1 UNI,BLANCO RAL 9003 BACKER,1810.0,12525.2
2022-01,Pintado 1 UNI,BLANCO RAL 9003 POLY,2300.0,16192.0
2022-01,Pintado 1 UNI,BLANCO STD KYNAR,876.25,17849.2
2022-01,Pintado 1 UNI,HIGH BUILT PRIMER,680.0,5256.4
2022-01,Pintado 1 UNI,PRIMARIO 4435,410.0,2841.3
2022-01,Pintado 1 UNI,ROJO JANITZIO BB,1480.0,10922.4
2022-01,Pintado 1 UNI,WHITE KRYSTAL KOTE,1626.0,18926.64
2022-01,Pintado 2 UNI,0001-PRIMER 4457,690.0,4098.6
2022-01,Pintado 2 UNI,0021-UNIVERSAL PRIMER,2995.5,22496.22
2022-01,Pintado 2 UNI,0023-CLEAR EPOXICO P/ESPUMA,2942.75,14125.199999999999
2022-01,Pintado 2 UNI,0028-CLEAR P/ESPUMA,3260.0,19513.55
2022-01,Pintado 2 UNI,0029-CLEAR INOXIDABLE,953.0,8777.13
2022-01,Pintado 2 UNI,0034-CLEAR AZUL P/ESPUMA,1405.0,8584.55
2022-01,Pintado 2 UNI,0039-CR FREE POLYURETAN PRIMER,140.0,1549.8
2022-01,Pintado 2 UNI,0043-PRIMARIO NEGRO 4866,1125.0,10608.75
2022-01,Pintado 2 UNI,0054-CLEAR KRYSTAL KOTE,500.0,5790.0
2022-01,Pintado 2 UNI,0066-SUPER HIGH GLOSS CLEAR II,400.0,4592.0
2022-01,Pintado 2 UNI,0075-CLEAR LAUNDRY BACKER ROHS,159.045,986.08
2022-01,Pintado 2 UNI,0079-BECKRYPRIM 246,2925.0,20241.0
2022-01,Pintado 2 UNI,0092-80 GLOSS CLEAR LAV,80.25,898.8
2022-01,Pintado 2 UNI,0097-CLEAR APPLIANCE BACKER MC,1395.0,10811.27
2022-01,Pintado 2 UNI,0099-CLEAR P/ESPUMA ROHS,2935.0,18138.3
2022-01,Pintado 2 UNI,0102-BLANCO STD,3270.0,20175.9
2022-01,Pintado 2 UNI,0104-BLANCO SUPERMATIC,4292.25,26056.06
2022-01,Pintado 2 UNI,0106-BLANCO CONFAD,567.75,5098.41
2022-01,Pintado 2 UNI,0110-DURAPLUS BLANCO STD,320.0,1971.2
2022-01,Pintado 2 UNI,0114-BLANCO QL,140.0,1352.4
2022-01,Pintado 2 UNI,0147-BLANCO 15 II MOD ROHS,800.0,7632.0
2022-01,Pintado 2 UNI,0177-WHITE 800043 LAUNDRY,2520.5,23642.350000000002
2022-01,Pintado 2 UNI,0195-NEAT WHITE LAV ROHS,1124.0,12397.720000000001
2022-01,Pintado 2 UNI,0202-AZUL REY,80.0,712.0
2022-01,Pintado 2 UNI,0400-GRIS FONDO,1180.0,6785.0
2022-01,Pintado 2 UNI,0422-BACKER 0507 CR,70.0,598.5
2022-01,Pintado 2 UNI,0433-PLATA 89,338.25,3686.93
2022-01,Pintado 2 UNI,0443-PRIVATE LABEL GRAY,310.0,3825.4
2022-01,Pintado 2 UNI,0454-PLATA 104 LAV,94.625,2067.56
2022-01,Pintado 2 UNI,0485-URBAN SILVER REF ROHS,3260.0,41108.6
2022-01,Pintado 2 UNI,0503-NEGRO ERNA,378.5,3966.68
2022-01,Pintado 2 UNI,0517-BLACK POLYESTER ROHS,27.0,210.33
2022-01,Pintado 2 UNI,0526-BLACK REF SAB,1233.0,13710.960000000001
2022-01,Pintado 2 UNI,0529-BLACK QUANTUM SAB II,1068.0,11918.880000000001
2022-01,Pintado 2 UNI,0545-NEGRO MANDM,260.0,2626.0
2022-01,Pintado 2 UNI,0601-VERDE PRIMSA,3800.0,15352.0
2022-01,Pintado 2 UNI,0700-ARENA STD,4870.0,30339.3
2022-01,Pintado 2 UNI,0730-ARENA STD USDA,1260.0,8883.0
2022-01,Pintado 2 UNI,1005-COIL PRIMER ROHS,1880.0,17333.6
2022-01,Pintado 2 UNI,1037-APPLIANCE 5 GLOSS CLEAR,2939.0,27949.89
2022-01,Pintado 2 UNI,1056-PRIMER LAUNDRY NCC ROHS,357.0,3298.68
2022-01,Pintado 2 UNI,1128-BLANCO PURO G9010 ROHS,6341.0,44387.0
2022-01,Pintado 2 UNI,1129-BLANCO GRIS G9073 ROHS,1050.0,7686.0
2022-01,Pintado 2 UNI,1431-GRIS 356 TEXT.,120.0,1472.4
2022-01,Pintado 2 UNI,1487-AMERICAN STERLING III,260.0,2126.8
2022-01,Pintado 2 UNI,2102-BLANCO RAL 9003 BC,80.0,617.6
2022-01,Pintado 2 UNI,50 GLOSS APPLIANCE CLEAR,737.0,4532.56
2022-01,Pintado 2 UNI,BLANCO 15 II MOD.,1096.5,7105.32
2022-01,Pintado 2 UNI,BLANCO QUANTUM SAB,600.0,6768.0
2022-01,Pintado 2 UNI,BLANCO RAL 9003 POLY,200.0,1408.0
2022-01,Pintado 2 UNI,CHROME FREE POLYURETANE PRIMER,339.5,5092.5
2022-01,Pintado 2 UNI,CLEAR LAUNDRY BACKER,90.0,535.5
2022-01,Pintado 2 UNI,HIGH BUILT PRIMER,200.0,1546.0
2022-01,Pintado 2 UNI,SUPER HIGH GLOSS CLEAR,200.0,2280.0
2022-01,Pintado 2 UNI,WHITE KRYSTAL KOTE,900.0,10476.0
2022-02,Pintado 1 UNI,0001-PRIMER 4457,3010.0,17879.4
2022-02,Pintado 1 UNI,0021-UNIVERSAL PRIMER,441.0,3311.91
2022-02,Pintado 1 UNI,0023-CLEAR EPOXICO P/ESPUMA,2162.75,10353.199999999999
2022-02,Pintado 1 UNI,0025-CLEAR EPOXY (WASH COAT),417.5,1832.83
2022-02,Pintado 1 UNI,0027-80 GLOSS CLEAR BACKER II,180.0,1188.0
2022-02,Pintado 1 UNI,0028-CLEAR P/ESPUMA,6045.0,36511.8
2022-02,Pintado 1 UNI,0036-BACK PRIMER,410.0,4165.6
2022-02,Pintado 1 UNI,0038-PRIMER 917,7255.0,52091.1
2022-02,Pintado 1 UNI,0043-PRIMARIO NEGRO 4866,65.0,612.95
2022-02,Pintado 1 UNI,0051-80 GLOSS CLEAR BACKER.,200.0,1320.0
2022-02,Pintado 1 UNI,0054-CLEAR KRYSTAL KOTE,8305.0,96171.9
2022-02,Pintado 1 UNI,0079-BECKRYPRIM 246,6715.0,46467.8
2022-02,Pintado 1 UNI,0088-CLEAR TOP PIZZA,125.0,1337.5
2022-02,Pintado 1 UNI,0102-BLANCO STD,3000.0,18510.0
2022-02,Pintado 1 UNI,0110-DURAPLUS BLANCO STD,350.0,2156.0
2022-02,Pintado 1 UNI,0121-BLANCO STD KYNAR,1184.75,24133.34
2022-02,Pintado 1 UNI,0139-NEW PRIME WHITE,715.0,6334.900000000001
2022-02,Pintado 1 UNI,0145-BLANCO COOL ROOF 75,958.0,9685.380000000001
2022-02,Pintado 1 UNI,0151-BLANCO FRIO,790.0,5253.5
2022-02,Pintado 1 UNI,0153-BLANCO IMPERIAL JUV SILIC,195.0,1788.15
2022-02,Pintado 1 UNI,0159-DURAPLUS BCO COOL ROOF 75,115.0,1037.3
2022-02,Pintado 1 UNI,0173-BLANCO SM,70.0,381.5
2022-02,Pintado 1 UNI,0202-AZUL REY,90.0,801.0
2022-02,Pintado 1 UNI,0223-AZUL 269 SILIC,560.0,7112.0
2022-02,Pintado 1 UNI,0311-BROWN T413 SILIC.,99.0,1138.5
2022-02,Pintado 1 UNI,0400-GRIS FONDO,5030.0,28873.0
2022-02,Pintado 1 UNI,0401-RANGE GRAY,154.465,1282.06
2022-02,Pintado 1 UNI,0404-GRIS FONDO MC,80.0,465.6
2022-02,Pintado 1 UNI,0405-TAUPE METALLIC,1150.0,13880.5
2022-02,Pintado 1 UNI,0407-COOL GRAY ICP,560.0,4569.6
2022-02,Pintado 1 UNI,0422-BACKER 0507 CR,15.0,128.25
2022-02,Pintado 1 UNI,0426-GRIS PIZARRA TERNIUM,378.0,4154.22
2022-02,Pintado 1 UNI,0427-GRIS BACKER TERNIUM,5552.75,35148.840000000004
2022-02,Pintado 1 UNI,0435-APOLLO GRAY KRYSTAL KOTE,2290.0,26151.8
2022-02,Pintado 1 UNI,0439-PRIVATE LABEL GRAY TEXT,675.0,9396.0
2022-02,Pintado 1 UNI,0443-PRIVATE LABEL GRAY,270.0,3331.7999999999997
2022-02,Pintado 1 UNI,0446-WARM DARK GRAY SMOOTH,320.0,3193.6
2022-02,Pintado 1 UNI,0447-WARM DARK GRAY TEXT.,105.0,1115.1
2022-02,Pintado 1 UNI,0466-SLATE GRAY HVAC TEXT,655.0,6831.65
2022-02,Pintado 1 UNI,0487-GRIS TERNIUM CR FC,100.25,5372.4
2022-02,Pintado 1 UNI,0498-GRIS FONDO 70 GLOSS,80.0,764.8
2022-02,Pintado 1 UNI,0501-NEGRO ESTUFAS,715.0,5584.15
2022-02,Pintado 1 UNI,0502-NEGRO AT II,268.25,2569.84
2022-02,Pintado 1 UNI,0503-NEGRO ERNA,432.5,4532.6
2022-02,Pintado 1 UNI,0521-NEGRO MM MITSUI.,202.0,1422.08
2022-02,Pintado 1 UNI,0524-BLACK KRYSTAL KOTE,1130.0,12757.7
2022-02,Pintado 1 UNI,0525-NEGRO GRAFITO,13247.5,117903.08
2022-02,Pintado 1 UNI,0558-BLACK ECOPRINT,50.0,756.5
2022-02,Pintado 1 UNI,0601-VERDE PRIMSA,8070.0,32602.8
2022-02,Pintado 1 UNI,0620-VERDE PINO RAL-6028 POLY,825.0,7004.25
2022-02,Pintado 1 UNI,0702-ARENA STD SILIC.,160.0,1318.4
2022-02,Pintado 1 UNI,0704-DURAPLUS ARENA STD,1703.0,11069.5
2022-02,Pintado 1 UNI,0718-SANDPIPER BEIGE,200.0,1796.0
2022-02,Pintado 1 UNI,0728-SAND TEXTURED,277.25,3160.65
2022-02,Pintado 1 UNI,0730-ARENA STD USDA,140.0,987.0
2022-02,Pintado 1 UNI,0900-ROJO STD SILIC.,671.75,5051.56
2022-02,Pintado 1 UNI,0928-BURGUNDY PIZZA,74.0,1783.4
2022-02,Pintado 1 UNI,0936-ROJO WRINKLED CR,1590.0,14850.6
2022-02,Pintado 1 UNI,0970-ROJO CLARO RC,400.0,7064.0
2022-02,Pintado 1 UNI,1026-CLEAR PRINT INOX,310.0,2926.4
2022-02,Pintado 1 UNI,1027-BLACK INK PRINT,10.0,102.2
2022-02,Pintado 1 UNI,1032-TINTA SILVER ECOPRINT,10.0,128.3
2022-02,Pintado 1 UNI,1042-BLACK STAINLESS LIKE CLR,265.0,2975.95
2022-02,Pintado 1 UNI,1118-BLANCO MET 9010 USDA SILIC,1245.0,12263.25
2022-02,Pintado 1 UNI,1130-BLANCO RAL 9003 POLY,2715.0,19113.6
2022-02,Pintado 1 UNI,1131-BLANCO RAL 9003 BACKER,593.0,4103.56
2022-02,Pintado 1 UNI,1418-PRINTING SILVER INOX,245.0,3910.2
2022-02,Pintado 1 UNI,1474-PRINTING DARK SILVER INOX,421.0,6685.48
2022-02,Pintado 1 UNI,1475-CHACOAL GRAY CKA3Y49403,402.5,20769.0
2022-02,Pintado 1 UNI,1487-AMERICAN STERLING III,2099.0,17169.82
2022-02,Pintado 1 UNI,2102-BLANCO RAL 9003 BC,220.0,1698.4
2022-02,Pintado 1 UNI,BECKRYPRIM 243,415.0,2726.5499999999997
2022-02,Pintado 1 UNI,HIGH BUILT PRIMER,2173.0,16797.29
2022-02,Pintado 1 UNI,PRIMARIO  4041,610.0,5984.1
2022-02,Pintado 1 UNI,PRIMARIO 4435,1082.0,7498.26
2022-02,Pintado 1 UNI,ROJO JANITZIO BB,615.0,4538.7
2022-02,Pintado 1 UNI,WHITE KRYSTAL KOTE,8810.0,102548.4
2022-02,Pintado 2 UNI,0001-PRIMER 4457,600.0,3564.0
2022-02,Pintado 2 UNI,0021-UNIVERSAL PRIMER,5721.75,42970.42
2022-02,Pintado 2 UNI,0023-CLEAR EPOXICO P/ESPUMA,1898.0,9110.4
2022-02,Pintado 2 UNI,0024-CLEAR LAUNDRY BACKER,50.0,317.5
2022-02,Pintado 2 UNI,0028-CLEAR P/ESPUMA,3830.0,23133.2
2022-02,Pintado 2 UNI,0029-CLEAR INOXIDABLE,840.0,7736.4
2022-02,Pintado 2 UNI,0034-CLEAR AZUL P/ESPUMA,60.0,366.6
2022-02,Pintado 2 UNI,0039-CR FREE POLYURETAN PRIMER,70.0,774.9
2022-02,Pintado 2 UNI,0043-PRIMARIO NEGRO 4866,300.0,2829.0
2022-02,Pintado 2 UNI,0054-CLEAR KRYSTAL KOTE,3100.0,35898.0
2022-02,Pintado 2 UNI,0068-APPLIANCE 10 GLOSS CLEAR,150.0,1294.5
2022-02,Pintado 2 UNI,0075-CLEAR LAUNDRY BACKER ROHS,219.5,1360.8999999999999
2022-02,Pintado 2 UNI,0079-BECKRYPRIM 246,4785.0,33112.2
2022-02,Pintado 2 UNI,0092-80 GLOSS CLEAR LAV,1324.75,14837.199999999999
2022-02,Pintado 2 UNI,0097-CLEAR APPLIANCE BACKER MC,1753.25,13587.710000000001
2022-02,Pintado 2 UNI,0099-CLEAR P/ESPUMA ROHS,600.0,3708.0
2022-02,Pintado 2 UNI,0102-BLANCO STD,5100.0,31467.0
2022-02,Pintado 2 UNI,0104-BLANCO SUPERMATIC,4557.798,27904.63
2022-02,Pintado 2 UNI,0106-BLANCO CONFAD,4879.25,43815.79
2022-02,Pintado 2 UNI,0147-BLANCO 15 II MOD ROHS,259.0,2470.86
2022-02,Pintado 2 UNI,0151-BLANCO FRIO,1155.75,7232.28
2022-02,Pintado 2 UNI,0174-BLANCO STD USDA,160.0,987.2
2022-02,Pintado 2 UNI,0177-WHITE 800043 LAUNDRY,3068.625,28783.780000000002
2022-02,Pintado 2 UNI,0193-WHITE 12H2427 LAV ROHS,565.75,4333.66
2022-02,Pintado 2 UNI,0263-AZUL KB LAV,189.25,2460.25
2022-02,Pintado 2 UNI,0318-TOPAZ METALLIC 14H2593,80.0,1551.2
2022-02,Pintado 2 UNI,0400-GRIS FONDO,3075.0,17681.25
2022-02,Pintado 2 UNI,0407-COOL GRAY ICP,416.0,3394.56
2022-02,Pintado 2 UNI,0433-PLATA 89,645.034,7030.88
2022-02,Pintado 2 UNI,0435-APOLLO GRAY KRYSTAL KOTE,1795.0,20498.9
2022-02,Pintado 2 UNI,0454-PLATA 104 LAV,150.0,3277.5
2022-02,Pintado 2 UNI,0485-URBAN SILVER REF ROHS,1467.0,18498.87
2022-02,Pintado 2 UNI,0488-DIAMOND GRAY LAV,247.25,6131.8
2022-02,Pintado 2 UNI,0504-BLACK QL,453.0,4077.0
2022-02,Pintado 2 UNI,0517-BLACK POLYESTER ROHS,912.0,7104.48
2022-02,Pintado 2 UNI,0526-BLACK REF SAB,122.0,1356.64
2022-02,Pintado 2 UNI,0545-NEGRO MANDM,40.0,404.0
2022-02,Pintado 2 UNI,0587-MONOBACK BRILLANTE AR,676.75,5955.400000000001
2022-02,Pintado 2 UNI,0601-VERDE PRIMSA,8650.0,34946.0
2022-02,Pintado 2 UNI,0700-ARENA STD,5400.0,34236.0
2022-02,Pintado 2 UNI,0704-DURAPLUS ARENA STD,1731.0,11251.5
2022-02,Pintado 2 UNI,0933-ROJO RAL-8004 POLY,733.0,5314.25
2022-02,Pintado 2 UNI,0966-ROJO RAL 8004 BC,260.0,2137.2
2022-02,Pintado 2 UNI,0995-ROSA KB LAV,129.5,1851.85
2022-02,Pintado 2 UNI,1005-COIL PRIMER ROHS,400.0,3688.0
2022-02,Pintado 2 UNI,1028-CLEAR BLUE EPOXY,925.0,4344.35
2022-02,Pintado 2 UNI,1037-APPLIANCE 5 GLOSS CLEAR,936.0,8901.36
2022-02,Pintado 2 UNI,1059-CLEAR BLACK INOX,140.0,1526.0
2022-02,Pintado 2 UNI,1128-BLANCO PURO G9010 ROHS,1477.0,10339.0
2022-02,Pintado 2 UNI,1129-BLANCO GRIS G9073 ROHS,300.0,2196.0
2022-02,Pintado 2 UNI,1130-BLANCO RAL 9003 POLY,1845.0,12988.8
2022-02,Pintado 2 UNI,1164-BLANCO RAL 9010,130.0,1071.2
2022-02,Pintado 2 UNI,1431-GRIS 356 TEXT.,448.0,5496.96
2022-02,Pintado 2 UNI,1432-DIAMOND GRAY LAV ROHS,61.68,1529.66
2022-02,Pintado 2 UNI,2102-BLANCO RAL 9003 BC,800.0,6176.0
2022-02,Pintado 2 UNI,2158-BLANCO POLAR RF AR,866.0,6408.4
2022-02,Pintado 2 UNI,2409-PLATA 113 REF,54.0,1080.0
2022-02,Pintado 2 UNI,50 GLOSS APPLIANCE CLEAR,876.25,5388.950000000001
2022-02,Pintado 2 UNI,BLACK PRIMER ROHS,200.0,1970.0
2022-02,Pintado 2 UNI,BLANCO 15 II MOD.,1224.75,7936.379999999999
2022-02,Pintado 2 UNI,CHROME FREE POLYURETANE PRIMER,428.5,6427.5
2022-02,Pintado 2 UNI,CLEAR LAUNDRY BACKER,1353.75,8054.83
2022-02,Pintado 2 UNI,HIGH BUILT PRIMER,1470.0,11363.1
2022-02,Pintado 2 UNI,WHITE KRYSTAL KOTE,2400.0,27936.0
2022-03,Pintado 1 UNI,0001-PRIMER 4457,2525.0,14998.5
2022-03,Pintado 1 UNI,0021-UNIVERSAL PRIMER,307.25,2307.45
2022-03,Pintado 1 UNI,0023-CLEAR EPOXICO P/ESPUMA,881.0,4228.8
2022-03,Pintado 1 UNI,0025-CLEAR EPOXY (WASH COAT),25.0,109.75
2022-03,Pintado 1 UNI,0027-80 GLOSS CLEAR BACKER II,65.0,429.0
2022-03,Pintado 1 UNI,0028-CLEAR P/ESPUMA,4765.0,28780.6
2022-03,Pintado 1 UNI,0036-BACK PRIMER,505.0,5130.8
2022-03,Pintado 1 UNI,0038-PRIMER 917,1235.75,8872.71
2022-03,Pintado 1 UNI,0043-PRIMARIO NEGRO 4866,175.0,1650.25
2022-03,Pintado 1 UNI,0051-80 GLOSS CLEAR BACKER.,50.0,330.0
2022-03,Pintado 1 UNI,0054-CLEAR KRYSTAL KOTE,6100.0,70638.0
2022-03,Pintado 1 UNI,0079-BECKRYPRIM 246,3790.0,26226.8
2022-03,Pintado 1 UNI,0093-50 GLOSS CLEAR ONE PASS,656.955,9749.21
2022-03,Pintado 1 UNI,0102-BLANCO STD,1820.0,11229.4
2022-03,Pintado 1 UNI,0110-DURAPLUS BLANCO STD,295.0,1817.2
2022-03,Pintado 1 UNI,0121-BLANCO STD KYNAR,1932.5,39365.01
2022-03,Pintado 1 UNI,0139-NEW PRIME WHITE,770.0,6822.2
2022-03,Pintado 1 UNI,0173-BLANCO SM,175.0,953.75
2022-03,Pintado 1 UNI,0202-AZUL REY,245.0,2180.5
2022-03,Pintado 1 UNI,0311-BROWN T413 SILIC.,468.767,5390.83
2022-03,Pintado 1 UNI,0400-GRIS FONDO,2640.0,15180.0
2022-03,Pintado 1 UNI,0401-RANGE GRAY,348.5,2892.56
2022-03,Pintado 1 UNI,0404-GRIS FONDO MC,250.0,1455.0
2022-03,Pintado 1 UNI,0405-TAUPE METALLIC,1570.0,18949.9
2022-03,Pintado 1 UNI,0406-SILVER POLY,190.0,3450.3999999999996
2022-03,Pintado 1 UNI,0407-COOL GRAY ICP,350.0,2856.0
2022-03,Pintado 1 UNI,0422-BACKER 0507 CR,355.0,3035.25
2022-03,Pintado 1 UNI,0427-GRIS BACKER TERNIUM,273.75,1732.83
2022-03,Pintado 1 UNI,0435-APOLLO GRAY KRYSTAL KOTE,3665.0,41854.3
2022-03,Pintado 1 UNI,0440-BALTIC GRAY HVAC,205.0,1527.25
2022-03,Pintado 1 UNI,0443-PRIVATE LABEL GRAY,200.0,2468.0
2022-03,Pintado 1 UNI,0466-SLATE GRAY HVAC TEXT,230.0,2398.9
2022-03,Pintado 1 UNI,0498-GRIS FONDO 70 GLOSS,34.0,325.04
2022-03,Pintado 1 UNI,0501-NEGRO ESTUFAS,170.0,1327.7
2022-03,Pintado 1 UNI,0502-NEGRO AT II,85.0,814.3
2022-03,Pintado 1 UNI,0504-BLACK QL,80.0,720.0
2022-03,Pintado 1 UNI,0521-NEGRO MM MITSUI.,567.645,3996.22
2022-03,Pintado 1 UNI,0524-BLACK KRYSTAL KOTE,440.0,4967.6
2022-03,Pintado 1 UNI,0525-NEGRO GRAFITO,517.75,4607.99
2022-03,Pintado 1 UNI,0534-BLACK TEXT KOTE,235.0,2368.8
2022-03,Pintado 1 UNI,0543-BLACK METALLIC,560.1800000000001,7842.52
2022-03,Pintado 1 UNI,0601-VERDE PRIMSA,4255.0,17190.2
2022-03,Pintado 1 UNI,0700-ARENA STD,240.0,1521.6
2022-03,Pintado 1 UNI,0718-SANDPIPER BEIGE,400.0,3592.0
2022-03,Pintado 1 UNI,0728-SAND TEXTURED,150.82999999999998,1719.46
2022-03,Pintado 1 UNI,0933-ROJO RAL-8004 POLY,655.0,4748.75
2022-03,Pintado 1 UNI,0936-ROJO WRINKLED CR,670.0,6257.8
2022-03,Pintado 1 UNI,0944-LIBERTY RED PANT 2035C,125.0,1420.0
2022-03,Pintado 1 UNI,0966-ROJO RAL 8004 BC,170.0,1397.4
2022-03,Pintado 1 UNI,1027-BLACK INK PRINT,9.0,91.98
2022-03,Pintado 1 UNI,1030-PRIMER 4494,100.0,1081.0
2022-03,Pintado 1 UNI,1042-BLACK STAINLESS LIKE CLR,75.0,842.25
2022-03,Pintado 1 UNI,1118-BLANCO MET 9010 USDA SILIC,300.0,2955.0
2022-03,Pintado 1 UNI,1130-BLANCO RAL 9003 POLY,870.0,6124.8
2022-03,Pintado 1 UNI,1131-BLANCO RAL 9003 BACKER,280.0,1937.6
2022-03,Pintado 1 UNI,1164-BLANCO RAL 9010,200.0,1648.0
2022-03,Pintado 1 UNI,1456-GRIS CLARO RC,225.0,1768.5
2022-03,Pintado 1 UNI,1474-PRINTING DARK SILVER INOX,130.0,2064.4
2022-03,Pintado 1 UNI,1487-AMERICAN STERLING III,1617.0,13227.06
2022-03,Pintado 1 UNI,1489-IRON ORE GRAY,125.0,1243.75
2022-03,Pintado 1 UNI,1490-IRON ORE GRAY TXT,320.0,3398.4
2022-03,Pintado 1 UNI,2102-BLANCO RAL 9003 BC,15.0,115.8
2022-03,Pintado 1 UNI,2157-BLANCO STD SILIC,46.25,490.25
2022-03,Pintado 1 UNI,BECKRYPRIM 243,255.0,1675.35
2022-03,Pintado 1 UNI,HIGH BUILT PRIMER,295.0,2280.35
2022-03,Pintado 1 UNI,PRIMARIO 4435,745.0,5162.85
2022-03,Pintado 1 UNI,ROJO JANITZIO BB,235.0,1734.3
2022-03,Pintado 1 UNI,WHITE KRYSTAL KOTE,4945.0,57559.8
2022-03,Pintado 2 UNI,0001-PRIMER 4457,1190.0,7068.6
2022-03,Pintado 2 UNI,0021-UNIVERSAL PRIMER,7171.0,53854.31
2022-03,Pintado 2 UNI,0023-CLEAR EPOXICO P/ESPUMA,1810.75,8691.6
2022-03,Pintado 2 UNI,0027-80 GLOSS CLEAR BACKER II,100.0,660.0
2022-03,Pintado 2 UNI,0028-CLEAR P/ESPUMA,5205.0,31176.2
2022-03,Pintado 2 UNI,0043-PRIMARIO NEGRO 4866,2195.0,20698.85
2022-03,Pintado 2 UNI,0066-SUPER HIGH GLOSS CLEAR II,785.0,9011.8
2022-03,Pintado 2 UNI,0068-APPLIANCE 10 GLOSS CLEAR,446.9,3856.75
2022-03,Pintado 2 UNI,0075-CLEAR LAUNDRY BACKER ROHS,119.0,737.8
